track_id,song_id,artist_id,artist_name,song_title,genre,dot_match_1_artist,dot_match_1_song,dot_match_1_genre,dot_match_1_score,dot_match_2_artist,dot_match_2_song,dot_match_2_genre,dot_match_2_score,dot_match_3_artist,dot_match_3_song,dot_match_3_genre,dot_match_3_score,cov_match_1_artist,cov_match_1_song,cov_match_1_genre,cov_match_1_score,cov_match_2_artist,cov_match_2_song,cov_match_2_genre,cov_match_2_score,cov_match_3_artist,cov_match_3_song,cov_match_3_genre,cov_match_3_score,corr_match_1_artist,corr_match_1_song,corr_match_1_genre,corr_match_1_score,corr_match_2_artist,corr_match_2_song,corr_match_2_genre,corr_match_2_score,corr_match_3_artist,corr_match_3_song,corr_match_3_genre,corr_match_3_score,cosine_match_1_artist,cosine_match_1_song,cosine_match_1_genre,cosine_match_1_score,cosine_match_2_artist,cosine_match_2_song,cosine_match_2_genre,cosine_match_2_score,cosine_match_3_artist,cosine_match_3_song,cosine_match_3_genre,cosine_match_3_score,tfidf_dot_match_1_artist,tfidf_dot_match_1_song,tfidf_dot_match_1_genre,tfidf_dot_match_1_score,tfidf_dot_match_2_artist,tfidf_dot_match_2_song,tfidf_dot_match_2_genre,tfidf_dot_match_2_score,tfidf_dot_match_3_artist,tfidf_dot_match_3_song,tfidf_dot_match_3_genre,tfidf_dot_match_3_score,tfidf_cov_match_1_artist,tfidf_cov_match_1_song,tfidf_cov_match_1_genre,tfidf_cov_match_1_score,tfidf_cov_match_2_artist,tfidf_cov_match_2_song,tfidf_cov_match_2_genre,tfidf_cov_match_2_score,tfidf_cov_match_3_artist,tfidf_cov_match_3_song,tfidf_cov_match_3_genre,tfidf_cov_match_3_score,tfidf_corr_match_1_artist,tfidf_corr_match_1_song,tfidf_corr_match_1_genre,tfidf_corr_match_1_score,tfidf_corr_match_2_artist,tfidf_corr_match_2_song,tfidf_corr_match_2_genre,tfidf_corr_match_2_score,tfidf_corr_match_3_artist,tfidf_corr_match_3_song,tfidf_corr_match_3_genre,tfidf_corr_match_3_score,tfidf_cosine_match_1_artist,tfidf_cosine_match_1_song,tfidf_cosine_match_1_genre,tfidf_cosine_match_1_score,tfidf_cosine_match_2_artist,tfidf_cosine_match_2_song,tfidf_cosine_match_2_genre,tfidf_cosine_match_2_score,tfidf_cosine_match_3_artist,tfidf_cosine_match_3_song,tfidf_cosine_match_3_genre,tfidf_cosine_match_3_score
TRVYEUW128F148C08D,SOFCCWD12AF72A6BC0,ARXPPEY1187FB51DF4,Michael Jackson,All The Things You Are,blues,Lauryn Hill,Interlude 5,r&b/soul,3570.0,Twista,I'm A Winner (Amended Album Version),hip hop,2865.0,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,2436.0,Lauryn Hill,Interlude 5,r&b/soul,4.138199999999999,Twista,I'm A Winner (Amended Album Version),hip hop,3.369309374999999,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,2.955773437499995,Tony Bennett,You're All The World To Me,jazz,0.7336968310393819,Patricia Barber,You're The Top,jazz,0.7271838626050467,Husker Du,You're A Soldier,rock,0.6887269177639506,Tony Bennett,You're All The World To Me,jazz,0.73913808345401,Patricia Barber,You're The Top,jazz,0.7316274421252662,Husker Du,You're A Soldier,rock,0.694669413787504,Aqua,Happy Boys & Girls,pop,108.95266031131071,Flipsyde,Angel,hip hop,101.61049527314846,Cathy Dennis,Being With You,pop,100.58760870915184,Aqua,Happy Boys & Girls,pop,91.6896816727753,Cathy Dennis,Being With You,pop,85.06942124454032,Michael Jackson,Baby Be Mine,pop,81.05918663573189,Colin James,These Arms Of Mine,blues,0.3338268050133871,Big Bad Voodoo Daddy,Please Baby,jazz,0.2840742950004401,Michael Jackson,Baby Be Mine,pop,0.2643398109394357,Colin James,These Arms Of Mine,blues,0.35382379729512425,Big Bad Voodoo Daddy,Please Baby,jazz,0.3051595525279233,Michael Jackson,Baby Be Mine,pop,0.30170735811526317
TRCXKPC128F92FD04C,SOEFNXT12AB017E829,ARZENOX1187B98A645,John Mayer,Vultures,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3132.0,Lauryn Hill,Interlude 5,r&b/soul,3012.0,R. Kelly,I Mean (I Don't Mean It),r&b/soul,2988.0,R. Kelly,I Mean (I Don't Mean It),r&b/soul,3.5052687499999986,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3.461068750000001,Eminem,8 Mile,hip hop,3.3624312500000006,Naked Aggression,Plastic World,punk,0.6568703206763429,Ozma,The Ups And Downs,rock,0.6411269509264954,Sage Francis,Keep Moving,hip hop,0.6134740359507632,Naked Aggression,Plastic World,punk,0.6692922727596603,Ozma,The Ups And Downs,rock,0.6557604034160445,Sage Francis,Keep Moving,hip hop,0.6349611011001333,Lauryn Hill,Interlude 5,r&b/soul,246.4825821114706,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,215.60734612751932,Binary Star,Honest Expression,hip hop,200.281270949443,Matisyahu,Fire and Heights,reggae,119.36185905416376,OutKast,Mainstream,hip hop,114.52732773604721,Barry White,Never Gonna Give You Up,r&b/soul,106.12027186592677,Barry White,Never Gonna Give You Up,r&b/soul,0.26690847626005315,Matisyahu,Fire and Heights,reggae,0.2615810013065218,Matisyahu,Jerusalem,reggae,0.25483448266391645,Matisyahu,Fire and Heights,reggae,0.3421506732540316,Barry White,Never Gonna Give You Up,r&b/soul,0.32940827919320403,Matisyahu,Jerusalem,reggae,0.3182902209314574
TRMMALW128F92FD049,SOVUCRS12A58A7D207,ARZENOX1187B98A645,John Mayer,Out Of My Mind,blues,Lauryn Hill,Interlude 5,r&b/soul,4597.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3722.0,Twista,I'm A Winner (Amended Album Version),hip hop,3671.0,Lauryn Hill,Interlude 5,r&b/soul,5.32765,Twista,I'm A Winner (Amended Album Version),hip hop,4.315181250000001,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4.302434374999999,Fat Joe,Preacher On A Sunday Morning,hip hop,0.6669323712356581,Calvin Harris,Ready For The Weekend,electronic,0.6648010039503743,KATAKLYSM,Beyond Salvation,metal,0.6619949063669094,Fat Joe,Preacher On A Sunday Morning,hip hop,0.6782620363865318,Calvin Harris,Ready For The Weekend,electronic,0.6750246601106777,KATAKLYSM,Beyond Salvation,metal,0.6703596100206974,Lauryn Hill,Interlude 5,r&b/soul,178.61903824220047,Eminem,If I Had,hip hop,162.43307034762321,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,155.14230418241527,Eminem,If I Had,hip hop,121.36155582512134,Lauryn Hill,Interlude 5,r&b/soul,93.3082081855372,Nelly,Say Now,hip hop,92.2168653935195,Heatmiser,Half Right,rock,0.26481860217002906,Pop Levi,Hades Lady,rock,0.24657499773370326,Camper Van Beethoven,Sad Lover's Waltz,rock,0.24414805428864475,Heatmiser,Half Right,rock,0.2977239544664077,Eminem,If I Had,hip hop,0.2921640239717054,Gary Allan,Half Of My Mistakes,country,0.2764968207302844
TRJWAJC128F9327C4F,SORMDVX12AB01816AA,ARLMXEA1187B9A7D04,R. Kelly,Hump Bounce,blues,Lauryn Hill,Interlude 5,r&b/soul,5557.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,4567.0,Erykah Badu,I Want You,r&b/soul,4088.0,Lauryn Hill,Interlude 5,r&b/soul,6.364349999999997,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,5.2221203125,Erykah Badu,I Want You,r&b/soul,4.896135937500007,The Derek Trucks Band,All I Do,blues,0.6579208891618353,Avalon,Overjoyed,pop,0.6397699791344647,Billie Piper,Day And Night,pop,0.6306836382560342,The Derek Trucks Band,All I Do,blues,0.667718031491555,Avalon,Overjoyed,pop,0.6534939234987447,Billie Piper,Day And Night,pop,0.6430239888722205,Dilated Peoples,Ear Drums Pop,hip hop,207.0776268700607,Ying Yang Twins,1st Booty On Duty,hip hop,197.78061056192914,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,196.09871987916367,Dilated Peoples,Ear Drums Pop,hip hop,131.6163327088382,Afroman,Let's All Get Drunk,hip hop,127.10593738059637,Ying Yang Twins,1st Booty On Duty,hip hop,123.86617016810453,Bowling For Soup,Here We Go,punk,0.3014172856362232,Wade Hayes,Don't Stop,country,0.29480518619703155,The Adicts,Disco,punk,0.29314565282763405,Bowling For Soup,Here We Go,punk,0.34600192665468676,Wade Hayes,Don't Stop,country,0.339255625264981,UB40,Here I Am (Come And Take Me),reggae,0.33139706999048885
TRPEBTH128F9327C4D,SOYTJAC12AF729F49D,ARLMXEA1187B9A7D04,R. Kelly,Intro - The Sermon,blues,Lauryn Hill,Interlude 5,r&b/soul,6673.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,5569.0,Twista,I'm A Winner (Amended Album Version),hip hop,5237.0,Lauryn Hill,Interlude 5,r&b/soul,7.593749999999997,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,6.336132812500001,Twista,I'm A Winner (Amended Album Version),hip hop,6.057734375,Blues Traveler,Hook,blues,0.7430112475755679,G-Unit,I Don't Want To Talk About It,hip hop,0.7428348407469483,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,0.741684672691692,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,0.758552189169887,Blues Traveler,Hook,blues,0.756381455883275,G-Unit,I Don't Want To Talk About It,hip hop,0.7561220426091677,Lauryn Hill,Interlude 5,r&b/soul,386.37062301779616,Michael Jackson,Man In The Mirror,pop,294.5114529659673,Binary Star,Honest Expression,hip hop,281.1417357740439,Michael Jackson,Man In The Mirror,pop,198.78504720412639,Lauryn Hill,Interlude 5,r&b/soul,195.92225239076532,Binary Star,Honest Expression,hip hop,150.09117548923592,Jennifer Lopez,The Way It Is,pop,0.28278810071128985,Beastie Boys,Pass The Mic (Pt. 2_ Skills To Pay The Bills) (2009 Digital Remaster),hip hop,0.27007245555962317,Fiona Apple,Oh Well,folk,0.26357206738852745,Beastie Boys,Pass The Mic (Pt. 2_ Skills To Pay The Bills) (2009 Digital Remaster),hip hop,0.35258464957091434,Lauryn Hill,Interlude 5,r&b/soul,0.3430340905035264,Jennifer Lopez,The Way It Is,pop,0.3382566839745338
TRNWHUD128F932E304,SOXUKQZ12AB01860EE,ARXPPEY1187FB51DF4,Michael Jackson,Call On Me,blues,Lauryn Hill,Interlude 5,r&b/soul,8789.0,Twista,I'm A Winner (Amended Album Version),hip hop,7434.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,7016.0,Lauryn Hill,Interlude 5,r&b/soul,10.09155,Twista,I'm A Winner (Amended Album Version),hip hop,8.707784375000001,Erykah Badu,I Want You,r&b/soul,8.426173437500005,Albert Hammond Jr,G Up,rock,0.8027120628514783,Anastacia,Club Megamix,rock,0.798845643223062,Blues Traveler,Hook,blues,0.7916165377099667,Albert Hammond Jr,G Up,rock,0.8100800277820065,Anastacia,Club Megamix,rock,0.8097786208426687,Blues Traveler,Hook,blues,0.8019385595698869,Lauryn Hill,Interlude 5,r&b/soul,318.7886076067768,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,315.63720227537294,Ryan Leslie,Just Right,r&b/soul,271.10241459181435,Ryan Leslie,Just Right,r&b/soul,205.5374263589826,Omarion,I'm Gon' Change,r&b/soul,150.9011209392557,Eternal,Oh Baby I,r&b/soul,150.09015280814978,Ryan Leslie,Just Right,r&b/soul,0.3209059754271073,Eternal,Oh Baby I,r&b/soul,0.2977159665699192,Matt Wertz,5:19,folk,0.2937370937322219,Ryan Leslie,Just Right,r&b/soul,0.383527295702394,Eternal,Oh Baby I,r&b/soul,0.36091538382648203,Matt Wertz,5:19,folk,0.3492689868880623
TRFGGSX128F427A723,SOIBZAN12D02191BAF,ARS8GNX1187B9B5141,The Black Keys,Oceans and Streams,blues,Lauryn Hill,Interlude 5,r&b/soul,2328.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2215.0,Eminem,8 Mile,hip hop,1918.0,Lauryn Hill,Interlude 5,r&b/soul,2.611,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2.518703125,Eminem,8 Mile,hip hop,2.208796875000001,Manafest,Runaway,hip hop,0.7038249879695571,The Cat Empire,The Car Song,reggae,0.6949109189982385,Ballboy,I Don't Have Time To Stand Here With You Fighting About The Size Of My Dick,pop,0.6864159482424248,Manafest,Runaway,hip hop,0.7156599537949512,The Cat Empire,The Car Song,reggae,0.7093541132995728,Ballboy,I Don't Have Time To Stand Here With You Fighting About The Size Of My Dick,pop,0.7006955849653108,Eminem,8 Mile,hip hop,149.59886905913177,Michael Jackson,Man In The Mirror,pop,137.7536234919156,Wu-Tang Clan,Da Mystery Of Chessboxin',hip hop,131.27990257475392,Michael Jackson,Man In The Mirror,pop,87.07941180321065,Gabrielle,Dreams,r&b/soul,83.4526100907892,Pennywise,Living For Today,punk,80.02903595078563,Udo,What Can I Say,metal,0.23641812027629425,Gabrielle,Dreams,r&b/soul,0.22687927232212193,Lemar,Time To Grow,r&b/soul,0.22517607412480092,Udo,What Can I Say,metal,0.28387782377696485,Lemar,Time To Grow,r&b/soul,0.2829780824267779,Gabrielle,Dreams,r&b/soul,0.27730858603431674
TRPTCMZ128F9340B09,SOLKOOO12AB018794A,ARS8GNX1187B9B5141,The Black Keys,10 A.M. Automatic,blues,Lauryn Hill,Interlude 5,r&b/soul,1913.0,Twista,I'm A Winner (Amended Album Version),hip hop,1790.0,Michael Jackson,Man In The Mirror,pop,1585.0,Lauryn Hill,Interlude 5,r&b/soul,2.18885,Twista,I'm A Winner (Amended Album Version),hip hop,2.105225,Michael Jackson,Man In The Mirror,pop,1.807725,Warrant,Bad Tattoo,metal,0.6446113692397284,Doyle Bramhall,Dimples,jazz,0.6116015460079216,Ayo,Only You,r&b/soul,0.6044967567223918,Warrant,Bad Tattoo,metal,0.6552596777324119,Doyle Bramhall,Dimples,jazz,0.6187185674368255,Ayo,Only You,r&b/soul,0.6164341452711488,Lauryn Hill,Interlude 5,r&b/soul,151.97499503722088,OutKast,Hey Ya!,hip hop,119.41702431327542,Twiztid,She Ain't Afraid,hip hop,105.885959212277,OutKast,Hey Ya!,hip hop,97.61469109551784,Lauryn Hill,Interlude 5,r&b/soul,86.50047648912741,Ledisi,Alright,r&b/soul,81.12442743615048,Fishbone,Bonin' In The Boneyard,r&b/soul,0.4012205699845264,Johnny Winter,Rockin' Pneumonia,blues,0.33290032099361805,Percy Sledge,Baby Help Me,r&b/soul,0.29048719802810985,Fishbone,Bonin' In The Boneyard,r&b/soul,0.41092873200223506,Johnny Winter,Rockin' Pneumonia,blues,0.34532516072582653,Percy Sledge,Baby Help Me,r&b/soul,0.3228046834011955
TRVKLGW12903CB4523,SOZCSPA12AB0185672,ARS8GNX1187B9B5141,The Black Keys,Aeroplane Blues,blues,Lauryn Hill,Interlude 5,r&b/soul,1486.0,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1480.0,R. Kelly,I Mean (I Don't Mean It),r&b/soul,1471.0,R. Kelly,I Mean (I Don't Mean It),r&b/soul,1.7725562499999998,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1.7192062499999998,Kandi,I Wanna Know,r&b/soul,1.7113249999999989,Johnny Cash,I Don't Know Where I'm Bound,country,0.7786412276587253,LMFAO,I Am Not A Whore,electronic,0.7519388605715421,Sneaky Sound System,16,pop,0.747201899335671,Johnny Cash,I Don't Know Where I'm Bound,country,0.7834660807446496,LMFAO,I Am Not A Whore,electronic,0.7553117160686514,Sneaky Sound System,16,pop,0.7532525144739896,The Pharcyde,Otha Fish,hip hop,69.94024940338288,Eminem,8 Mile,hip hop,69.23213744542862,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,66.17074759325436,Tankard,Land Of The Free,metal,53.295141942789186,Ziggy Marley And The Melody Makers,13 Months Of Sunshine,reggae,49.40110303552141,The Pharcyde,Otha Fish,hip hop,47.872232379481,Ziggy Marley And The Melody Makers,13 Months Of Sunshine,reggae,0.3345186615012768,Jimmy Cliff,Sufferin' In The Land,reggae,0.30445558606160017,Body Count,Masters Of Revenge,rock,0.26373792901032567,Ziggy Marley And The Melody Makers,13 Months Of Sunshine,reggae,0.35608490895083494,Jimmy Cliff,Sufferin' In The Land,reggae,0.32122032787994115,The Cave Singers,Elephant Clouds,folk,0.2887049104200338
TRFBNZN128F9340B0E,SONGYFE12AB018562D,ARS8GNX1187B9B5141,The Black Keys,All Hands Against His Own,blues,Lauryn Hill,Interlude 5,r&b/soul,2681.0,Twista,I'm A Winner (Amended Album Version),hip hop,1936.0,Michael Jackson,Man In The Mirror,pop,1542.0,Lauryn Hill,Interlude 5,r&b/soul,2.9533500000000004,Twista,I'm A Winner (Amended Album Version),hip hop,2.159959375,Eminem,My Darling,hip hop,1.6401984375,Brandy,Give Me You,r&b/soul,0.473395396702547,Leonard Cohen,The Stranger Song,folk,0.471917827695693,Athlete,New Project,rock,0.4704744722867666,Leonard Cohen,The Stranger Song,folk,0.4971205446381256,Brandy,Give Me You,r&b/soul,0.4888152706435525,Athlete,New Project,rock,0.4878990560684231,Lyfe Jennings,She Got Kids,r&b/soul,301.63555337323805,Jill Scott,Brotha,r&b/soul,269.3721923276803,Big Brovaz,Find A Way,hip hop,243.82556760932928,Lyfe Jennings,She Got Kids,r&b/soul,252.16260325832792,Jill Scott,Brotha,r&b/soul,248.57250050427362,Slipknot,Gehenna,metal,216.4703478458847,Gang Of Four,Outside The Trains Don't Run On Time,punk,0.460349947613129,Jill Scott,Brotha,r&b/soul,0.43906797282796733,Blink-182,GO,punk,0.415535368964244,Gang Of Four,Outside The Trains Don't Run On Time,punk,0.4779317461993666,Jill Scott,Brotha,r&b/soul,0.4585728531941818,Blink-182,GO,punk,0.4407217351770495
